;Scopy version,f4beeb1,,,,,,,,
;Exported on,Friday October 11/10/2024,,,,,Average Ch. 1,,Average Ch. 2,
;Device,M2K,,,,,4.00E-06,V/sqrt(Hz),3.89E-06,V/sqrt(Hz)
;Nr of samples,4096,,,,,,,,
;Sample rate,0,,,,,,,,
;Tool,Spectrum Analyzer,,,,,,,,
;Additional Information,Exponential RMS,Blackman-Harris,500,Exponential RMS,Blackman-Harris,500,,,
Sample,Frequency(Hz),Amplitude CH1(V/?Hz),Amplitude CH2(V/?Hz),,,,,,
2948,71972.7,4.00E-06,3.79E-06,,,,,,
2949,71997.1,4.06E-06,3.88E-06,,,,,,
2950,72021.5,4.06E-06,3.92E-06,,,,,,
2951,72045.9,4.11E-06,3.88E-06,,,,,,
2952,72070.3,4.17E-06,3.86E-06,,,,,,
2953,72094.7,4.14E-06,3.98E-06,,,,,,
2954,72119.1,4.09E-06,3.96E-06,,,,,,
2955,72143.6,4.09E-06,3.82E-06,,,,,,
2956,72168,4.03E-06,3.84E-06,,,,,,
2957,72192.4,4.03E-06,3.90E-06,,,,,,
2958,72216.8,4.10E-06,3.89E-06,,,,,,
2959,72241.2,4.10E-06,3.90E-06,,,,,,
2960,72265.6,4.02E-06,3.96E-06,,,,,,
2961,72290,4.01E-06,3.96E-06,,,,,,
2962,72314.5,3.98E-06,3.86E-06,,,,,,
2963,72338.9,3.97E-06,3.77E-06,,,,,,
2964,72363.3,3.94E-06,3.76E-06,,,,,,
2965,72387.7,3.89E-06,3.83E-06,,,,,,
2966,72412.1,3.95E-06,3.84E-06,,,,,,
2967,72436.5,4.00E-06,3.87E-06,,,,,,
2968,72460.9,3.93E-06,3.87E-06,,,,,,
2969,72485.4,3.89E-06,3.83E-06,,,,,,
2970,72509.8,4.00E-06,3.89E-06,,,,,,
2971,72534.2,4.11E-06,3.95E-06,,,,,,
2972,72558.6,4.13E-06,3.92E-06,,,,,,
2973,72583,4.09E-06,3.94E-06,,,,,,
2974,72607.4,4.04E-06,3.91E-06,,,,,,
2975,72631.8,3.96E-06,3.94E-06,,,,,,
2976,72656.3,3.92E-06,3.97E-06,,,,,,
2977,72680.7,3.99E-06,3.96E-06,,,,,,
2978,72705.1,3.99E-06,3.94E-06,,,,,,
2979,72729.5,3.97E-06,3.97E-06,,,,,,
2980,72753.9,3.99E-06,4.00E-06,,,,,,
2981,72778.3,3.97E-06,3.97E-06,,,,,,
2982,72802.7,3.98E-06,3.96E-06,,,,,,
2983,72827.1,4.00E-06,3.99E-06,,,,,,
2984,72851.6,3.94E-06,4.02E-06,,,,,,
2985,72876,3.99E-06,3.95E-06,,,,,,
2986,72900.4,4.01E-06,3.87E-06,,,,,,
2987,72924.8,3.99E-06,3.91E-06,,,,,,
2988,72949.2,4.03E-06,3.89E-06,,,,,,
2989,72973.6,4.03E-06,3.86E-06,,,,,,
2990,72998,4.03E-06,3.86E-06,,,,,,
2991,73022.5,4.01E-06,3.90E-06,,,,,,
2992,73046.9,4.00E-06,3.90E-06,,,,,,
2993,73071.3,4.01E-06,3.86E-06,,,,,,
2994,73095.7,3.95E-06,3.88E-06,,,,,,
2995,73120.1,3.90E-06,3.86E-06,,,,,,
2996,73144.5,3.90E-06,3.98E-06,,,,,,
2997,73168.9,4.02E-06,3.99E-06,,,,,,
2998,73193.4,4.08E-06,3.90E-06,,,,,,
2999,73217.8,4.00E-06,3.92E-06,,,,,,
3000,73242.2,3.90E-06,4.02E-06,,,,,,
3001,73266.6,3.89E-06,4.00E-06,,,,,,
3002,73291,3.98E-06,3.88E-06,,,,,,
3003,73315.4,3.96E-06,3.84E-06,,,,,,
3004,73339.8,3.95E-06,3.82E-06,,,,,,
3005,73364.3,3.96E-06,3.86E-06,,,,,,
3006,73388.7,3.95E-06,3.93E-06,,,,,,
3007,73413.1,3.97E-06,3.92E-06,,,,,,
3008,73437.5,3.96E-06,3.87E-06,,,,,,
3009,73461.9,4.01E-06,3.88E-06,,,,,,
3010,73486.3,4.09E-06,3.83E-06,,,,,,
3011,73510.7,4.10E-06,3.75E-06,,,,,,
3012,73535.2,4.04E-06,3.72E-06,,,,,,
3013,73559.6,4.05E-06,3.85E-06,,,,,,
3014,73584,4.01E-06,3.94E-06,,,,,,
3015,73608.4,4.03E-06,3.87E-06,,,,,,
3016,73632.8,4.07E-06,3.85E-06,,,,,,
3017,73657.2,4.11E-06,3.85E-06,,,,,,
3018,73681.6,4.07E-06,3.83E-06,,,,,,
3019,73706.1,4.07E-06,3.81E-06,,,,,,
3020,73730.5,4.10E-06,3.84E-06,,,,,,
3021,73754.9,4.06E-06,3.89E-06,,,,,,
3022,73779.3,3.95E-06,3.87E-06,,,,,,
3023,73803.7,3.93E-06,3.88E-06,,,,,,
3024,73828.1,3.99E-06,3.85E-06,,,,,,
3025,73852.5,4.04E-06,3.92E-06,,,,,,
3026,73877,3.99E-06,3.88E-06,,,,,,
3027,73901.4,4.08E-06,3.79E-06,,,,,,
3028,73925.8,4.08E-06,3.77E-06,,,,,,
3029,73950.2,3.96E-06,3.82E-06,,,,,,
3030,73974.6,3.98E-06,3.85E-06,,,,,,
3031,73999,4.06E-06,3.90E-06,,,,,,
3032,74023.4,4.05E-06,3.89E-06,,,,,,
3033,74047.9,3.96E-06,3.85E-06,,,,,,
3034,74072.3,3.94E-06,3.86E-06,,,,,,
3035,74096.7,3.95E-06,3.87E-06,,,,,,
3036,74121.1,3.92E-06,3.87E-06,,,,,,
3037,74145.5,3.90E-06,3.93E-06,,,,,,
3038,74169.9,3.97E-06,3.96E-06,,,,,,
3039,74194.3,4.08E-06,3.87E-06,,,,,,
3040,74218.8,4.14E-06,3.86E-06,,,,,,
3041,74243.2,4.04E-06,3.84E-06,,,,,,
3042,74267.6,3.93E-06,3.85E-06,,,,,,
3043,74292,3.95E-06,3.86E-06,,,,,,
3044,74316.4,4.00E-06,3.80E-06,,,,,,
3045,74340.8,4.04E-06,3.78E-06,,,,,,
3046,74365.2,4.01E-06,3.78E-06,,,,,,
3047,74389.6,4.00E-06,3.89E-06,,,,,,
3048,74414.1,4.00E-06,3.98E-06,,,,,,
3049,74438.5,4.00E-06,3.97E-06,,,,,,
3050,74462.9,3.96E-06,3.96E-06,,,,,,
3051,74487.3,3.96E-06,4.00E-06,,,,,,
3052,74511.7,3.95E-06,3.94E-06,,,,,,
3053,74536.1,4.06E-06,3.90E-06,,,,,,
3054,74560.5,4.12E-06,3.88E-06,,,,,,
3055,74585,4.04E-06,3.86E-06,,,,,,
3056,74609.4,4.00E-06,3.84E-06,,,,,,
3057,74633.8,4.08E-06,3.86E-06,,,,,,
3058,74658.2,4.05E-06,3.87E-06,,,,,,
3059,74682.6,3.93E-06,3.91E-06,,,,,,
3060,74707,3.96E-06,3.93E-06,,,,,,
3061,74731.4,3.93E-06,3.96E-06,,,,,,
3062,74755.9,3.84E-06,3.98E-06,,,,,,
3063,74780.3,3.93E-06,3.96E-06,,,,,,
3064,74804.7,4.00E-06,3.85E-06,,,,,,
3065,74829.1,4.02E-06,3.77E-06,,,,,,
3066,74853.5,4.09E-06,3.82E-06,,,,,,
3067,74877.9,4.10E-06,3.89E-06,,,,,,
3068,74902.3,4.02E-06,3.85E-06,,,,,,
3069,74926.8,4.03E-06,3.88E-06,,,,,,
3070,74951.2,4.04E-06,3.91E-06,,,,,,
3071,74975.6,4.02E-06,3.89E-06,,,,,,
3072,75000,3.92E-06,3.84E-06,,,,,,
3073,75024.4,3.84E-06,3.87E-06,,,,,,
3074,75048.8,3.90E-06,3.90E-06,,,,,,
3075,75073.2,3.97E-06,3.91E-06,,,,,,
3076,75097.7,4.05E-06,3.89E-06,,,,,,
3077,75122.1,4.06E-06,3.89E-06,,,,,,
3078,75146.5,4.04E-06,3.91E-06,,,,,,
3079,75170.9,4.01E-06,3.89E-06,,,,,,
3080,75195.3,3.99E-06,3.83E-06,,,,,,
3081,75219.7,3.99E-06,3.81E-06,,,,,,
3082,75244.1,4.01E-06,3.92E-06,,,,,,
3083,75268.6,4.06E-06,3.98E-06,,,,,,
3084,75293,4.07E-06,3.95E-06,,,,,,
3085,75317.4,4.01E-06,3.87E-06,,,,,,
3086,75341.8,3.98E-06,3.86E-06,,,,,,
3087,75366.2,4.00E-06,3.88E-06,,,,,,
3088,75390.6,4.03E-06,3.91E-06,,,,,,
3089,75415,4.04E-06,3.88E-06,,,,,,
3090,75439.5,3.98E-06,3.83E-06,,,,,,
3091,75463.9,3.98E-06,3.81E-06,,,,,,
3092,75488.3,4.05E-06,3.83E-06,,,,,,
3093,75512.7,4.02E-06,3.90E-06,,,,,,
3094,75537.1,3.94E-06,3.87E-06,,,,,,
3095,75561.5,3.97E-06,3.86E-06,,,,,,
3096,75585.9,4.00E-06,3.87E-06,,,,,,
3097,75610.4,3.98E-06,3.83E-06,,,,,,
3098,75634.8,4.00E-06,3.86E-06,,,,,,
3099,75659.2,4.00E-06,3.90E-06,,,,,,
3100,75683.6,3.94E-06,3.85E-06,,,,,,
3101,75708,3.94E-06,3.82E-06,,,,,,
3102,75732.4,4.02E-06,3.77E-06,,,,,,
3103,75756.8,4.00E-06,3.77E-06,,,,,,
3104,75781.3,3.96E-06,3.83E-06,,,,,,
3105,75805.7,3.93E-06,3.83E-06,,,,,,
3106,75830.1,3.88E-06,3.84E-06,,,,,,
3107,75854.5,3.88E-06,3.86E-06,,,,,,
3108,75878.9,3.89E-06,3.91E-06,,,,,,
3109,75903.3,3.90E-06,3.93E-06,,,,,,
3110,75927.7,3.94E-06,3.90E-06,,,,,,
3111,75952.1,4.04E-06,3.87E-06,,,,,,
3112,75976.6,4.09E-06,3.95E-06,,,,,,
3113,76001,4.00E-06,3.99E-06,,,,,,
3114,76025.4,3.90E-06,3.85E-06,,,,,,
3115,76049.8,3.96E-06,3.78E-06,,,,,,
3116,76074.2,4.01E-06,3.77E-06,,,,,,
3117,76098.6,3.96E-06,3.79E-06,,,,,,
3118,76123,3.98E-06,3.92E-06,,,,,,
3119,76147.5,4.02E-06,3.95E-06,,,,,,
3120,76171.9,3.99E-06,3.87E-06,,,,,,
3121,76196.3,4.05E-06,3.83E-06,,,,,,
3122,76220.7,4.12E-06,3.81E-06,,,,,,
3123,76245.1,4.06E-06,3.81E-06,,,,,,
3124,76269.5,3.97E-06,3.76E-06,,,,,,
3125,76293.9,3.97E-06,3.75E-06,,,,,,
3126,76318.4,3.92E-06,3.84E-06,,,,,,
3127,76342.8,3.89E-06,3.83E-06,,,,,,
3128,76367.2,4.01E-06,3.91E-06,,,,,,
3129,76391.6,4.14E-06,3.93E-06,,,,,,
3130,76416,4.09E-06,3.82E-06,,,,,,
3131,76440.4,4.08E-06,3.78E-06,,,,,,
3132,76464.8,4.13E-06,3.85E-06,,,,,,
3133,76489.3,4.02E-06,3.89E-06,,,,,,
3134,76513.7,3.92E-06,3.89E-06,,,,,,
3135,76538.1,3.98E-06,3.89E-06,,,,,,
3136,76562.5,3.95E-06,3.91E-06,,,,,,
3137,76586.9,3.95E-06,3.89E-06,,,,,,
3138,76611.3,3.99E-06,3.79E-06,,,,,,
3139,76635.7,4.02E-06,3.79E-06,,,,,,
3140,76660.2,4.07E-06,3.88E-06,,,,,,
3141,76684.6,4.04E-06,3.84E-06,,,,,,
3142,76709,3.99E-06,3.85E-06,,,,,,
3143,76733.4,4.03E-06,3.82E-06,,,,,,
3144,76757.8,3.98E-06,3.83E-06,,,,,,
3145,76782.2,3.95E-06,3.91E-06,,,,,,
3146,76806.6,3.90E-06,3.95E-06,,,,,,
3147,76831.1,3.95E-06,3.93E-06,,,,,,
3148,76855.5,3.98E-06,3.84E-06,,,,,,
3149,76879.9,3.93E-06,3.80E-06,,,,,,
3150,76904.3,3.95E-06,3.78E-06,,,,,,
3151,76928.7,3.99E-06,3.84E-06,,,,,,
3152,76953.1,4.03E-06,3.84E-06,,,,,,
3153,76977.5,3.97E-06,3.87E-06,,,,,,
3154,77002,3.96E-06,3.97E-06,,,,,,
3155,77026.4,4.06E-06,4.02E-06,,,,,,
3156,77050.8,4.10E-06,4.02E-06,,,,,,
3157,77075.2,4.05E-06,4.01E-06,,,,,,
3158,77099.6,4.03E-06,3.92E-06,,,,,,
3159,77124,4.06E-06,3.90E-06,,,,,,
3160,77148.4,4.11E-06,3.93E-06,,,,,,
3161,77172.9,4.03E-06,3.91E-06,,,,,,
3162,77197.3,4.02E-06,3.90E-06,,,,,,
3163,77221.7,4.04E-06,3.92E-06,,,,,,
3164,77246.1,4.09E-06,3.88E-06,,,,,,
3165,77270.5,4.15E-06,3.88E-06,,,,,,
3166,77294.9,4.15E-06,3.87E-06,,,,,,
3167,77319.3,4.03E-06,3.84E-06,,,,,,
3168,77343.8,3.95E-06,3.87E-06,,,,,,
3169,77368.2,4.01E-06,3.89E-06,,,,,,
3170,77392.6,4.02E-06,3.84E-06,,,,,,
3171,77417,4.00E-06,3.87E-06,,,,,,
3172,77441.4,3.95E-06,3.92E-06,,,,,,
3173,77465.8,3.99E-06,3.87E-06,,,,,,
3174,77490.2,4.11E-06,3.83E-06,,,,,,
3175,77514.6,4.08E-06,3.82E-06,,,,,,
3176,77539.1,3.99E-06,3.84E-06,,,,,,
3177,77563.5,3.97E-06,3.91E-06,,,,,,
3178,77587.9,3.95E-06,3.89E-06,,,,,,
3179,77612.3,3.97E-06,3.77E-06,,,,,,
3180,77636.7,3.98E-06,3.78E-06,,,,,,
3181,77661.1,3.95E-06,3.85E-06,,,,,,
3182,77685.5,3.99E-06,3.83E-06,,,,,,
3183,77710,4.01E-06,3.87E-06,,,,,,
3184,77734.4,3.97E-06,3.90E-06,,,,,,
3185,77758.8,3.96E-06,3.92E-06,,,,,,
3186,77783.2,3.96E-06,3.96E-06,,,,,,
3187,77807.6,4.00E-06,3.96E-06,,,,,,
3188,77832,4.08E-06,3.99E-06,,,,,,
3189,77856.4,4.05E-06,3.97E-06,,,,,,
3190,77880.9,4.00E-06,3.96E-06,,,,,,
3191,77905.3,4.09E-06,3.93E-06,,,,,,
3192,77929.7,4.12E-06,3.87E-06,,,,,,
3193,77954.1,4.11E-06,3.79E-06,,,,,,
3194,77978.5,4.10E-06,3.78E-06,,,,,,
3195,78002.9,4.03E-06,3.80E-06,,,,,,
3196,78027.3,3.94E-06,3.82E-06,,,,,,
3197,78051.8,3.92E-06,3.92E-06,,,,,,
3198,78076.2,3.91E-06,3.94E-06,,,,,,
3199,78100.6,3.97E-06,3.90E-06,,,,,,
3200,78125,4.03E-06,3.90E-06,,,,,,
3201,78149.4,4.07E-06,3.91E-06,,,,,,
3202,78173.8,4.06E-06,3.92E-06,,,,,,
3203,78198.2,4.03E-06,3.88E-06,,,,,,
3204,78222.7,3.96E-06,3.82E-06,,,,,,
3205,78247.1,3.89E-06,3.75E-06,,,,,,
3206,78271.5,3.92E-06,3.79E-06,,,,,,
3207,78295.9,3.93E-06,3.84E-06,,,,,,
3208,78320.3,4.01E-06,3.87E-06,,,,,,
3209,78344.7,4.07E-06,3.95E-06,,,,,,
3210,78369.1,4.09E-06,3.93E-06,,,,,,
3211,78393.6,4.07E-06,3.92E-06,,,,,,
3212,78418,4.07E-06,3.96E-06,,,,,,
3213,78442.4,4.04E-06,3.91E-06,,,,,,
3214,78466.8,4.00E-06,3.92E-06,,,,,,
3215,78491.2,3.97E-06,3.98E-06,,,,,,
3216,78515.6,3.99E-06,3.94E-06,,,,,,
3217,78540,4.05E-06,3.87E-06,,,,,,
3218,78564.5,4.06E-06,3.84E-06,,,,,,
3219,78588.9,4.01E-06,3.83E-06,,,,,,
3220,78613.3,3.96E-06,3.83E-06,,,,,,
3221,78637.7,3.97E-06,3.81E-06,,,,,,
3222,78662.1,3.95E-06,3.81E-06,,,,,,
3223,78686.5,3.91E-06,3.82E-06,,,,,,
3224,78710.9,3.95E-06,3.82E-06,,,,,,
3225,78735.4,3.96E-06,3.90E-06,,,,,,
3226,78759.8,4.00E-06,3.92E-06,,,,,,
3227,78784.2,4.06E-06,3.90E-06,,,,,,
3228,78808.6,4.01E-06,3.87E-06,,,,,,
3229,78833,3.94E-06,3.82E-06,,,,,,
3230,78857.4,4.04E-06,3.86E-06,,,,,,
3231,78881.8,4.15E-06,3.87E-06,,,,,,
3232,78906.3,4.14E-06,3.84E-06,,,,,,
3233,78930.7,4.08E-06,3.82E-06,,,,,,
3234,78955.1,4.06E-06,3.81E-06,,,,,,
3235,78979.5,4.05E-06,3.87E-06,,,,,,
3236,79003.9,4.07E-06,3.84E-06,,,,,,
3237,79028.3,4.06E-06,3.81E-06,,,,,,
3238,79052.7,4.00E-06,3.89E-06,,,,,,
3239,79077.1,3.98E-06,3.94E-06,,,,,,
3240,79101.6,3.98E-06,3.91E-06,,,,,,
3241,79126,4.05E-06,3.81E-06,,,,,,
3242,79150.4,4.10E-06,3.78E-06,,,,,,
3243,79174.8,4.09E-06,3.83E-06,,,,,,
3244,79199.2,4.02E-06,3.83E-06,,,,,,
3245,79223.6,3.98E-06,3.89E-06,,,,,,
3246,79248,4.03E-06,3.96E-06,,,,,,
3247,79272.5,4.06E-06,3.97E-06,,,,,,
3248,79296.9,3.94E-06,3.89E-06,,,,,,
3249,79321.3,3.96E-06,3.85E-06,,,,,,
3250,79345.7,4.02E-06,3.86E-06,,,,,,
3251,79370.1,4.02E-06,3.96E-06,,,,,,
3252,79394.5,3.99E-06,3.98E-06,,,,,,
3253,79418.9,4.02E-06,3.88E-06,,,,,,
3254,79443.4,4.01E-06,3.78E-06,,,,,,
3255,79467.8,4.00E-06,3.80E-06,,,,,,
3256,79492.2,3.89E-06,3.81E-06,,,,,,
3257,79516.6,3.91E-06,3.79E-06,,,,,,
3258,79541,3.96E-06,3.80E-06,,,,,,
3259,79565.4,3.93E-06,3.78E-06,,,,,,
3260,79589.8,4.05E-06,3.81E-06,,,,,,
3261,79614.3,4.11E-06,3.81E-06,,,,,,
3262,79638.7,4.05E-06,3.76E-06,,,,,,
3263,79663.1,4.03E-06,3.76E-06,,,,,,
3264,79687.5,3.97E-06,3.81E-06,,,,,,
3265,79711.9,3.96E-06,3.87E-06,,,,,,
3266,79736.3,4.01E-06,3.89E-06,,,,,,
3267,79760.7,3.94E-06,3.88E-06,,,,,,
3268,79785.2,3.89E-06,3.87E-06,,,,,,
3269,79809.6,3.98E-06,3.89E-06,,,,,,
3270,79834,4.05E-06,3.88E-06,,,,,,
3271,79858.4,4.04E-06,3.89E-06,,,,,,
3272,79882.8,4.06E-06,3.82E-06,,,,,,
3273,79907.2,4.02E-06,3.80E-06,,,,,,
3274,79931.6,3.97E-06,3.92E-06,,,,,,
3275,79956.1,3.98E-06,3.99E-06,,,,,,
3276,79980.5,3.93E-06,3.98E-06,,,,,,
3277,80004.9,3.87E-06,3.95E-06,,,,,,
3278,80029.3,3.90E-06,3.88E-06,,,,,,
3279,80053.7,3.96E-06,3.89E-06,,,,,,
3280,80078.1,4.00E-06,3.92E-06,,,,,,
3281,80102.5,4.02E-06,3.89E-06,,,,,,
3282,80127,4.04E-06,3.84E-06,,,,,,
3283,80151.4,4.04E-06,3.91E-06,,,,,,
3284,80175.8,4.04E-06,4.00E-06,,,,,,
3285,80200.2,4.00E-06,4.01E-06,,,,,,
3286,80224.6,4.03E-06,3.96E-06,,,,,,
3287,80249,4.04E-06,3.94E-06,,,,,,
3288,80273.4,4.02E-06,3.95E-06,,,,,,
3289,80297.9,4.02E-06,3.90E-06,,,,,,
3290,80322.3,4.01E-06,3.87E-06,,,,,,
3291,80346.7,3.96E-06,3.81E-06,,,,,,
3292,80371.1,3.95E-06,3.85E-06,,,,,,
3293,80395.5,3.95E-06,3.91E-06,,,,,,
3294,80419.9,3.87E-06,3.81E-06,,,,,,
3295,80444.3,3.90E-06,3.81E-06,,,,,,
3296,80468.8,3.99E-06,3.91E-06,,,,,,
3297,80493.2,3.97E-06,3.96E-06,,,,,,
3298,80517.6,3.93E-06,3.94E-06,,,,,,
3299,80542,3.95E-06,3.90E-06,,,,,,
3300,80566.4,3.98E-06,3.84E-06,,,,,,
3301,80590.8,3.99E-06,3.83E-06,,,,,,
3302,80615.2,4.03E-06,3.85E-06,,,,,,
3303,80639.6,4.11E-06,3.80E-06,,,,,,
3304,80664.1,4.16E-06,3.85E-06,,,,,,
3305,80688.5,4.08E-06,3.96E-06,,,,,,
3306,80712.9,3.97E-06,3.96E-06,,,,,,
3307,80737.3,4.01E-06,3.85E-06,,,,,,
3308,80761.7,4.09E-06,3.84E-06,,,,,,
3309,80786.1,4.05E-06,3.83E-06,,,,,,
3310,80810.5,4.01E-06,3.84E-06,,,,,,
3311,80835,4.05E-06,3.91E-06,,,,,,
3312,80859.4,4.03E-06,3.93E-06,,,,,,
3313,80883.8,4.00E-06,3.90E-06,,,,,,
3314,80908.2,4.05E-06,3.93E-06,,,,,,
3315,80932.6,4.04E-06,3.91E-06,,,,,,
3316,80957,4.06E-06,3.85E-06,,,,,,
3317,80981.4,4.10E-06,3.91E-06,,,,,,
3318,81005.9,4.07E-06,4.01E-06,,,,,,
3319,81030.3,3.95E-06,4.08E-06,,,,,,
3320,81054.7,3.90E-06,4.01E-06,,,,,,
3321,81079.1,3.93E-06,3.95E-06,,,,,,
3322,81103.5,4.01E-06,3.95E-06,,,,,,
3323,81127.9,4.14E-06,3.91E-06,,,,,,
3324,81152.3,4.13E-06,3.88E-06,,,,,,
3325,81176.8,3.98E-06,3.86E-06,,,,,,
3326,81201.2,3.89E-06,3.85E-06,,,,,,
3327,81225.6,3.94E-06,3.94E-06,,,,,,
3328,81250,3.99E-06,4.00E-06,,,,,,
3329,81274.4,3.98E-06,3.96E-06,,,,,,
3330,81298.8,3.97E-06,3.97E-06,,,,,,
3331,81323.2,4.03E-06,3.96E-06,,,,,,
3332,81347.7,4.08E-06,3.98E-06,,,,,,
3333,81372.1,4.02E-06,4.00E-06,,,,,,
3334,81396.5,4.01E-06,3.91E-06,,,,,,
3335,81420.9,4.08E-06,3.87E-06,,,,,,
3336,81445.3,4.11E-06,3.84E-06,,,,,,
3337,81469.7,4.06E-06,3.82E-06,,,,,,
3338,81494.1,4.05E-06,3.93E-06,,,,,,
3339,81518.6,4.05E-06,3.99E-06,,,,,,
3340,81543,4.08E-06,3.95E-06,,,,,,
3341,81567.4,4.16E-06,3.87E-06,,,,,,
3342,81591.8,4.15E-06,3.83E-06,,,,,,
3343,81616.2,4.04E-06,3.84E-06,,,,,,
3344,81640.6,3.99E-06,3.85E-06,,,,,,
3345,81665,3.98E-06,3.89E-06,,,,,,
3346,81689.5,3.94E-06,3.97E-06,,,,,,
3347,81713.9,3.94E-06,3.95E-06,,,,,,
3348,81738.3,3.98E-06,3.91E-06,,,,,,
3349,81762.7,4.05E-06,3.97E-06,,,,,,
3350,81787.1,4.12E-06,3.99E-06,,,,,,
3351,81811.5,4.09E-06,3.97E-06,,,,,,
3352,81835.9,4.08E-06,3.99E-06,,,,,,
3353,81860.4,4.07E-06,4.01E-06,,,,,,
3354,81884.8,4.04E-06,3.97E-06,,,,,,
3355,81909.2,4.01E-06,3.88E-06,,,,,,
3356,81933.6,3.95E-06,3.82E-06,,,,,,
3357,81958,3.91E-06,3.82E-06,,,,,,
3358,81982.4,3.96E-06,3.82E-06,,,,,,
3359,82006.8,4.08E-06,3.88E-06,,,,,,
3360,82031.3,4.03E-06,3.92E-06,,,,,,
3361,82055.7,4.00E-06,3.93E-06,,,,,,
3362,82080.1,3.98E-06,3.98E-06,,,,,,
3363,82104.5,3.97E-06,4.02E-06,,,,,,
3364,82128.9,3.96E-06,3.99E-06,,,,,,
3365,82153.3,3.98E-06,3.93E-06,,,,,,
3366,82177.7,4.06E-06,3.87E-06,,,,,,
3367,82202.1,4.01E-06,3.86E-06,,,,,,
3368,82226.6,3.89E-06,3.97E-06,,,,,,
3369,82251,3.85E-06,3.97E-06,,,,,,
3370,82275.4,3.88E-06,3.90E-06,,,,,,
3371,82299.8,3.93E-06,3.94E-06,,,,,,
3372,82324.2,4.03E-06,3.98E-06,,,,,,
3373,82348.6,4.13E-06,4.01E-06,,,,,,
3374,82373,4.14E-06,3.93E-06,,,,,,
3375,82397.5,4.10E-06,3.91E-06,,,,,,
3376,82421.9,4.05E-06,3.93E-06,,,,,,
3377,82446.3,3.95E-06,3.92E-06,,,,,,
3378,82470.7,3.90E-06,3.90E-06,,,,,,
3379,82495.1,3.92E-06,3.88E-06,,,,,,
3380,82519.5,3.98E-06,3.92E-06,,,,,,
3381,82543.9,4.06E-06,3.93E-06,,,,,,
3382,82568.4,3.98E-06,3.90E-06,,,,,,
3383,82592.8,3.93E-06,3.89E-06,,,,,,
3384,82617.2,3.97E-06,3.88E-06,,,,,,
3385,82641.6,4.02E-06,3.94E-06,,,,,,
3386,82666,4.03E-06,3.98E-06,,,,,,
3387,82690.4,4.09E-06,3.95E-06,,,,,,
3388,82714.8,4.12E-06,3.92E-06,,,,,,
3389,82739.3,4.05E-06,3.94E-06,,,,,,
3390,82763.7,4.00E-06,3.91E-06,,,,,,
3391,82788.1,3.92E-06,3.91E-06,,,,,,
3392,82812.5,3.89E-06,3.90E-06,,,,,,
3393,82836.9,4.00E-06,3.90E-06,,,,,,
3394,82861.3,3.99E-06,3.88E-06,,,,,,
3395,82885.7,3.91E-06,3.82E-06,,,,,,
3396,82910.2,3.95E-06,3.81E-06,,,,,,
3397,82934.6,4.00E-06,3.88E-06,,,,,,
3398,82959,3.95E-06,3.94E-06,,,,,,
3399,82983.4,3.98E-06,3.95E-06,,,,,,
3400,83007.8,4.07E-06,3.91E-06,,,,,,
3401,83032.2,4.11E-06,3.89E-06,,,,,,
3402,83056.6,4.14E-06,3.93E-06,,,,,,
3403,83081.1,4.09E-06,3.94E-06,,,,,,
3404,83105.5,3.95E-06,3.93E-06,,,,,,
3405,83129.9,3.93E-06,3.85E-06,,,,,,
3406,83154.3,3.99E-06,3.86E-06,,,,,,
3407,83178.7,4.00E-06,3.91E-06,,,,,,
3408,83203.1,4.00E-06,3.88E-06,,,,,,
3409,83227.5,3.99E-06,3.92E-06,,,,,,
3410,83252,4.01E-06,3.97E-06,,,,,,
3411,83276.4,3.95E-06,4.03E-06,,,,,,
3412,83300.8,3.91E-06,4.01E-06,,,,,,
3413,83325.2,3.89E-06,3.98E-06,,,,,,
3414,83349.6,3.89E-06,3.99E-06,,,,,,
3415,83374,3.92E-06,3.91E-06,,,,,,
3416,83398.4,3.95E-06,3.86E-06,,,,,,
3417,83422.9,3.94E-06,3.93E-06,,,,,,
3418,83447.3,3.99E-06,3.98E-06,,,,,,
3419,83471.7,4.08E-06,3.87E-06,,,,,,
3420,83496.1,4.02E-06,3.84E-06,,,,,,
3421,83520.5,3.99E-06,3.86E-06,,,,,,
3422,83544.9,4.03E-06,3.82E-06,,,,,,
3423,83569.3,4.06E-06,3.83E-06,,,,,,
3424,83593.8,4.07E-06,3.87E-06,,,,,,
3425,83618.2,4.04E-06,3.81E-06,,,,,,
3426,83642.6,3.96E-06,3.76E-06,,,,,,
3427,83667,3.92E-06,3.82E-06,,,,,,
3428,83691.4,3.98E-06,3.86E-06,,,,,,
3429,83715.8,4.00E-06,3.84E-06,,,,,,
3430,83740.2,3.96E-06,3.84E-06,,,,,,
3431,83764.6,3.97E-06,3.83E-06,,,,,,
3432,83789.1,4.02E-06,3.87E-06,,,,,,
3433,83813.5,4.05E-06,3.87E-06,,,,,,
3434,83837.9,4.00E-06,3.79E-06,,,,,,
3435,83862.3,4.00E-06,3.80E-06,,,,,,
3436,83886.7,4.03E-06,3.81E-06,,,,,,
3437,83911.1,4.00E-06,3.83E-06,,,,,,
3438,83935.5,3.97E-06,3.86E-06,,,,,,
3439,83960,3.97E-06,3.85E-06,,,,,,
3440,83984.4,4.03E-06,3.94E-06,,,,,,
