frequency(Hz),V/rt(Hz),Title
19.53125,9.45E-09,SR1 PSD @ 1.5625 kHz Span
19.59228516,7.85E-09,SR1 PSD @ 1.5625 kHz Span
19.65332031,7.15E-09,SR1 PSD @ 1.5625 kHz Span
19.71435547,6.83E-09,SR1 PSD @ 1.5625 kHz Span
19.77539063,6.54E-09,SR1 PSD @ 1.5625 kHz Span
19.83642578,6.44E-09,SR1 PSD @ 1.5625 kHz Span
19.89746094,6.89E-09,SR1 PSD @ 1.5625 kHz Span
19.95849609,7.51E-09,SR1 PSD @ 1.5625 kHz Span
20.01953125,7.46E-09,SR1 PSD @ 1.5625 kHz Span
20.08056641,6.74E-09,SR1 PSD @ 1.5625 kHz Span
20.14160156,6.42E-09,SR1 PSD @ 1.5625 kHz Span
20.20263672,6.80E-09,SR1 PSD @ 1.5625 kHz Span
20.26367188,7.21E-09,SR1 PSD @ 1.5625 kHz Span
20.32470703,7.50E-09,SR1 PSD @ 1.5625 kHz Span
20.38574219,7.69E-09,SR1 PSD @ 1.5625 kHz Span
20.44677734,7.83E-09,SR1 PSD @ 1.5625 kHz Span
20.5078125,8.17E-09,SR1 PSD @ 1.5625 kHz Span
20.56884766,8.24E-09,SR1 PSD @ 1.5625 kHz Span
20.62988281,7.56E-09,SR1 PSD @ 1.5625 kHz Span
20.69091797,6.91E-09,SR1 PSD @ 1.5625 kHz Span
20.75195313,6.91E-09,SR1 PSD @ 1.5625 kHz Span
20.81298828,7.21E-09,SR1 PSD @ 1.5625 kHz Span
20.87402344,7.44E-09,SR1 PSD @ 1.5625 kHz Span
20.93505859,7.24E-09,SR1 PSD @ 1.5625 kHz Span
20.99609375,6.80E-09,SR1 PSD @ 1.5625 kHz Span
21.05712891,6.67E-09,SR1 PSD @ 1.5625 kHz Span
21.11816406,6.69E-09,SR1 PSD @ 1.5625 kHz Span
21.17919922,6.75E-09,SR1 PSD @ 1.5625 kHz Span
21.24023438,7.26E-09,SR1 PSD @ 1.5625 kHz Span
21.30126953,8.38E-09,SR1 PSD @ 1.5625 kHz Span
21.36230469,8.89E-09,SR1 PSD @ 1.5625 kHz Span
21.42333984,8.31E-09,SR1 PSD @ 1.5625 kHz Span
21.484375,7.42E-09,SR1 PSD @ 1.5625 kHz Span
21.54541016,6.80E-09,SR1 PSD @ 1.5625 kHz Span
21.60644531,6.55E-09,SR1 PSD @ 1.5625 kHz Span
21.66748047,6.29E-09,SR1 PSD @ 1.5625 kHz Span
